h_c,alpha_deg,Re_million,AR,C_L,C_D
1.9471888932322174,-0.7653104963922459,4.362958964993842,6.0,-0.06994682148307614,0.01830239854418308
0.8823814699152238,11.006481738175829,3.294090042889781,6.0,1.0966501336189474,0.06130661380419067
0.2188232194149646,-2.483573146221328,1.372630765407146,6.0,-0.3026931141945499,0.020712428314177692
0.14793014303273438,-3.9216093601827904,3.5956153462506526,6.0,-0.5025560395100069,0.02207996430292406
2.45848369368079,1.1667328586236536,3.9154955102692854,6.0,0.10465673196957524,0.018695311158906137
2.746991174105393,11.851915491859552,0.8392493241245647,6.0,1.0547599569077595,0.0809748618164509
1.8592437497248215,0.2351220542150383,2.2076893251597065,6.0,0.02157699379125167,0.01852879176437607
2.215540026853595,9.291108248283695,1.9708150889561398,6.0,0.8401072560374804,0.05522657965742783
1.6765124752497265,-1.2301818076725528,3.0669409517516,6.0,-0.11397598984228997,0.018867499708918017
2.811710028984528,5.382053676774044,3.438739482657296,6.0,0.47821991103567163,0.03078509811937225
2.4659753069524433,11.334549362870272,1.316245047747626,6.0,1.016487963344152,0.07430306710864687
0.10794165049342948,7.464211753052913,2.6134674625117147,6.0,0.9901290029096141,0.03214026321935889
2.586472402103951,11.688127602855781,4.964755489411526,6.0,1.0445698938398065,0.07697841392474668
0.19739816838584662,5.192906385424635,0.5713368765231835,6.0,0.6417662000228759,0.028232390033493697
2.216000794646838,11.733355304854742,2.169471253230666,6.0,1.0609190505387642,0.07691231515933251
0.6094012997474211,9.392752507520061,2.004406087353372,6.0,0.9848942246722747,0.0474155191320339
2.603218874814671,8.451971617630852,2.325123590101472,6.0,0.7550068087442036,0.04931906423271361
1.670237538722366,10.215838190584003,4.411371719861067,6.0,0.9468329360645317,0.06046389345698733
0.9691644825584158,6.103864276185867,2.4723726723476322,6.0,0.6009111408197565,0.031951522051467014
1.3257929414732095,1.7018327420251431,4.47385100673199,6.0,0.16149349661022208,0.019173722821504834
0.18212704632184262,4.452519040911888,3.089929293636074,6.0,0.5560953203729776,0.023434236007596667
0.4604215018487354,-0.3759936690821828,2.4107796272058506,6.0,-0.041091048458632845,0.01847301564735486
2.044810802611528,8.440705982107286,1.635363894459856,6.0,0.7682368993271842,0.04871485309309685
1.9768495835653253,-1.2787439741621363,4.2062623489473365,6.0,-0.11672050268221913,0.018758205234961172
1.8846168232956362,5.235167183785451,3.398902331014737,6.0,0.4798487851282578,0.029549135089860887
1.212664907359462,4.574382873265829,1.455017314469717,6.0,0.43840756332120856,0.026965397312271044
2.991908813788712,6.750444855643048,1.0853172205478756,6.0,0.5973659617334616,0.039371188360422686
2.9444224824510674,8.167785578644,1.0644409789391884,6.0,0.7235371520324708,0.04861777527268871
2.0880717549940147,-2.2427538229774573,4.590823832821873,6.0,-0.20376957378600236,0.020152204421995154
1.9863319011766674,5.999055386687736,2.3152619191822623,6.0,0.5473538522901475,0.03350038956539193
2.0964955186557264,2.6232941194430843,4.191385074624301,6.0,0.23826487685188094,0.020974515738526617
1.227872129539401,5.827222970687259,4.5291294174189956,6.0,0.5576910160822757,0.031043109918863714
0.49177986456499256,7.103752690343924,1.5184987150742788,6.0,0.7687370961103722,0.03463250628293
2.192316186562837,5.36767337216995,0.6465755741657495,6.0,0.4857568897358531,0.03289627922982765
1.623527535179605,7.726177229739443,1.3115123894555725,6.0,0.7180420932137996,0.04326245955578202
0.9997014391209713,4.320404115274368,3.9784041754749775,6.0,0.42368911525667774,0.0249353399712754
1.5089225406121884,3.4058849460683476,0.569359292545229,6.0,0.31883685021512864,0.025740957761540974
2.6795147196121007,0.5883018471765631,3.0385942700803708,6.0,0.05244576738482404,0.018408129373271468
2.808726196273124,-0.33357328005269515,1.3607004451462106,6.0,-0.02964161645396442,0.019118241443840514
1.1376060704563038,7.124833697469095,3.9499730707110543,6.0,0.6878985786544597,0.03722788896601616
1.7574365091163067,7.131381644999323,2.6571906339325473,6.0,0.6578024641763961,0.03919872837068589
1.0334212341202322,-0.8722797923744583,2.9708597258454525,6.0,-0.08519290131201032,0.01855380435137067
1.8234700875791208,11.549398665777794,1.8203371560512758,6.0,1.0617334184828195,0.07370426670924872
1.0799425539706864,6.738412484630336,2.554603266641618,6.0,0.6546171553909119,0.03529275489583056
1.2356951015316677,4.49945797135722,0.7057067132560921,6.0,0.43030957230417644,0.02819600369337858
2.6817956208138978,9.458805624719481,4.14283841181464,6.0,0.8431810080125411,0.056843911734011945
0.7587570212468011,3.784326932850478,4.583745155192602,6.0,0.3847422399861552,0.022956511569205106
1.907242719589523,3.615117921605229,3.8869138387326485,6.0,0.33100833631688453,0.02354188751435736
0.34364449638891603,0.1323904012405901,2.7303002260153315,6.0,0.015117978477100226,0.018337594686711235
2.5146680281948535,-1.5018322977489227,4.29702957249812,6.0,-0.13449192099884397,0.019036302467434898
2.3825850917171816,7.385929262094679,0.5171939410962061,6.0,0.6640805476530979,0.04480878199679104
0.7941713846795612,9.50577549182468,3.4968083314469482,6.0,0.9604512922893429,0.04954627707158349
